Time	ID	Name	Location	Retweet_time	Tweet
2018-05-14 06:03:17	4865187887	Rave Review	Raleigh, NC	0	marketing day instagram s new payment feature augmented reality games amp google assistant _URL marketing
2018-05-14 06:03:05	1201615495	சுப்புணி	Chennai, Tamil Nadu	26	rt AT_USER hey google tell my wife that i will be late and won t be there for the dinner google assistant okay will do after somet 
2018-05-14 06:01:47	903453582	pradeep.dr	Bangalore	0	man hey google tell my wife that i cant make it for the dinner along with her parents google assistant okay w _URL
2018-05-14 06:01:24	473240233	Tayyub	جسٹن ٹُروڈو کے دیس	0	man okay google tell my wife that i cannot join the dinner tonight with her parents google assistant okay wil _URL
2018-05-14 06:00:34	1920520189	Splendidum	London, England	0	google amp 8217 s latest assault on apple proves how far behind siri really is _URL socialmedia bloggers
2018-05-14 06:00:00	2215996446	Hoxell	Lugano	0	AT_USER assistant to call restaurants amp make reservations for you _URL _URL
2018-05-14 05:59:34	3418913993	SJT	Earth	0	AT_USER assistant knows how to answer questions about marvel and dc _URL
2018-05-14 05:59:21	1625570058	Pankaj Tahalani	Varanasi, India	1	rt AT_USER man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do after so 
2018-05-14 05:58:04	15413507	Nicholas Davis	Geneva	4	rt AT_USER google now says controversial ai voice calling system will identify itself to humans _URL
2018-05-14 05:56:06	917359243736395776	Startup Selfie		0	google assistant can now have real life conversations _URL via AT_USER
2018-05-14 05:55:12	708893361860517888	#AndroidDev		1	rt AT_USER siri can you do this googleduplex assistant googleio google androidp androiddev _URL
2018-05-14 05:54:59	186460359	Online Marketing		0	soundbar met google assistant en android tv _URL
2018-05-14 05:54:53	162316775	लालू पांडे	Naugarh, India	0	man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do _URL
2018-05-14 05:54:53	2647692570	Tahsin Engin	Serdivan, Sakarya	48	rt AT_USER AT_USER assistant will be able to make actual phone calls for you _URL
2018-05-14 05:54:48	3230463824	Anshu Vats🌠	Mumbai_India	5	rt AT_USER man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will do a 
2018-05-14 05:54:09	85736555	Jage	Kalamazoo, MI	0	this seems useful now google assistant can call your parents _URL
2018-05-14 05:54:06	4817737953	Josh Dalto		1	siri can you do this googleduplex assistant googleio google androidp androiddev _URL
2018-05-14 05:52:52	44594219	Harsh Bhatia	New Delhi	0	AT_USER AT_USER u really need to train deepa to respond to queries google assistant can do better than her t _URL
2018-05-14 05:52:37	2726025501	leon Cullen	London 	4	rt AT_USER ethical issues google s assistant app is becoming convincingly human but some humans aren t convinced by AT_USER
2018-05-14 05:51:02	14739109	Tahetoka - Amber	Te Whanganui-a-Tara, Aotearoa	0	google assistant is slightly terrifying 
2018-05-14 05:50:57	2296437414	Pug'makar Goldie	Bangalore	0	man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will _URL
2018-05-14 05:50:53	893765322947215360	Sharma Ji Ka Beta!🔥	#dillisehunbhenchoo	2	rt AT_USER man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will do 
2018-05-14 05:50:42	19234551	Prof. Mike Yearworth	European Union	1	rt AT_USER for me the most troubling aspect of the whole isseu is that seemingly no one thought of ethical and social impact during desig 
2018-05-14 05:50:38	53288160	Ines Aryono	The western sky	924	rt AT_USER i am genuinely bothered and disturbed at how morally wrong it is for the google assistant voice to act like a human and d 
2018-05-14 05:50:04	1245305358	DAVID	Nairobi, Kenya	0	a voice better than your google assistant AT_USER _URL
2018-05-14 05:47:58	197020987	Paul Erlings	Breda	0	soundbar met google assistant en android tv _URL _URL
2018-05-14 05:46:41	828235893853081601	Gayathri❤Raina	चेन्नई, भारत	9	rt AT_USER man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do after 
2018-05-14 05:46:16	991539935999127552	mogemboo		0	man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do _URL
2018-05-14 05:46:00	703315137445421056	/r/savedyouaclick		0	i asked siri alexa and google assistant if they re spying on me here s what they said google and alexa direct _URL
2018-05-14 05:45:13	444357199	Milaad Seresht	California, USA	0	let s talk about google duplex _URL via AT_USER not sure how i feel about the assistant a little weird but it is cool
2018-05-14 05:45:06	35169128	finder.com.au	Sydney, Australia	0	 AT_USER unveils androidp smart displays and conversational googleassistant _URL
2018-05-14 05:43:40	2903501468	Ranjith R	Pondicherry, India	0	man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do _URL
2018-05-14 05:42:42	362376927	Achyut Raj Acharya		13	rt AT_USER man hey google tell my wife that i can t make it for the dinner with her parents google assistant okay will do after 
2018-05-14 05:40:24	2937945464	Oli Bautista	Hilo, HI	23	rt AT_USER google is taking things to the next level google assistant will be able to make actual phone calls for you watch t 
2018-05-14 05:39:00	21186413	Adam Turner	Melbourne, Australia	1	rt AT_USER easing into the week straight from io18 we re talking google duplex s ability to mimic humans on the phone and google 
2018-05-14 05:38:51	2201400750	Vertical Hold	Australia	1	easing into the week straight from io18 we re talking google duplex s ability to mimic humans on the phone and go _URL
2018-05-14 05:38:25	985432681683959813	Web Design News	United States	0	 how to try out google assistant s new voices now _URL _URL
2018-05-14 05:37:18	63333154	Ryan Holland	Right here	28	rt AT_USER i asked siri alexa and google assistant if they re spying on me here s what they said _URL
2018-05-14 05:37:15	9078822	Supreme Leader de Łępicki	Bialystok, Poland	0	google we are going to record your life history to target ads people ok google we are going to make assista _URL
2018-05-14 05:37:12	24115012	Jeremy Jensen	Oregon	0	AT_USER i have a new google pixelbook google assistant and google play don t work this is annoying more an _URL
2018-05-14 05:36:27	974172724791824384	RNN	London	0	i asked siri alexa and google assistant if they re spying on me here s what they said _URL _URL
2018-05-14 05:36:22	170011942	Christiaan Hees	Den Haag, NL	4	rt AT_USER googleassistant blog post things we learned building voice apps using dialogflow gt gt gt _URL googleio2018 http 
2018-05-14 05:34:28	4659874881	∞ELIYAHUV⃞	Milan, Italy	0	i asked siri alexa and google assistant if they re spying on me here s what they said _URL
2018-05-14 05:34:20	104003621	Nick Buoy		0	 here are all the things google assistant now does that amazon alexa can t _URL
2018-05-14 05:34:13	1671911870	Samuel Lim	Atlanta, GA	3	rt AT_USER google has developed an ai that can call a restaurant to make reservations and it sounds terrifyingly human _URL
2018-05-14 05:33:17	278167777	All Blacks Fan	Toronto Ontario	0	 we ll have to keep cheating hurricanes assistant john plumtree cheekily responds to auss allblacks bhive _URL
2018-05-14 05:32:41	65490911	BRRAT	last minute	37	rt AT_USER google s robot assistant now makes eerily lifelike phone calls for you _URL _URL
2018-05-14 05:32:38	830130240793899009	Manjurul Hoque	Dhaka, Bangladesh	11	rt AT_USER incredible google assistant calls to book an appointment io2018 ai tech programming java javascript code we c 
2018-05-14 05:32:03	104003621	Nick Buoy		0	 google assistant _URL
2018-05-14 05:31:58	5495312	EMERCE	Amsterdam, Netherlands	0	soundbar met google assistant en android tv _URL
2018-05-14 05:31:33	216561429	Sean	Halton, Ontario	0	does the google assistant need to tell you it s a robot before it seduces you over the phone 
2018-05-14 05:31:18	112004146	Mediajournalist	Nederland	0	soundbar met google assistant en android tv _URL _URL
2018-05-14 05:30:33	937141948263075840	i		3738	rt AT_USER google assistant making calls pretending to be human not only without disclosing that it s a bot but adding ummm and aaah 
2018-05-14 05:30:18	14073560	InfoQ		2	rt AT_USER icymi fantastic summary of the key announcements by AT_USER on AT_USER gt google i o opening keynote featured ml kit 
2018-05-14 05:30:00	1193656945	David Cuellar	Estados Unidos	0	google just gave a stunning demo of assistant making an actual phone call the verge _URL _URL
2018-05-14 05:29:54	796106635617910785	Shijith KV	Irving, TX	40	rt AT_USER google now says controversial ai voice calling system will identify itself to humans _URL _URL
2018-05-14 05:29:09	65490911	BRRAT	last minute	67	rt AT_USER cartoon of the week google assistant to manage your life io2018 googleio artificialintelligence 
2018-05-14 05:28:49	260473285	Ramham		0	i liked a AT_USER video _URL bixby voice google assistant is a powerful combo on samsung galaxy s8
2018-05-14 05:28:31	262588826	Michael Etale	Nairobi	11	rt AT_USER big brother is watching listening sending commands siri alexa amp google assistant can be controlled by inaudible su 
2018-05-14 05:28:29	271601706	Virginia Dignum		1	for me the most troubling aspect of the whole isseu is that seemingly no one thought of ethical and social impact d _URL
2018-05-14 05:27:19	400814203	Greg		4903	rt AT_USER so john legend is cool and everything but how was morgan freeman not the first choice for an alternative google assistant voice 
2018-05-14 05:27:09	994596209112174592	LiladharTaparia	Rajasthan, India	44	rt AT_USER man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will do afte 
2018-05-14 05:26:30	23065897	David Shamah	Israel	2	rt AT_USER the brains behind this amazing demo of google assistant and googleduplex technology are google israel r amp d center way to 
2018-05-14 05:26:13	2242846470	Blinky X	Bronx, New York	0	how to try out google assistant s new voices now _URL
2018-05-14 05:25:40	937921591626817537	சொழலி		0	man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do _URL
2018-05-14 05:25:25	851469173842735104	vikash Sinha	india	0	tech talks 2 samsung galaxy note 9 xiaomi google assistant moto c2 oneplus 6 flipkart sale _URL via
2018-05-14 05:25:22	851469173842735104	vikash Sinha	india	0	i added a video to a AT_USER playlist _URL tech talks 2 samsung galaxy note 9 xiaomi google assistant moto
2018-05-14 05:25:12	781163714804322304	La fée C	France	8	rt AT_USER want to work for a eu crl team we are looking to further develop our support staff currently searching for lead analyst a 
2018-05-14 05:24:46	2933447393	FINTECHNA	LON | NYC | HKG  | SYD | SIN	2	rt AT_USER this is AT_USER duplex an ai digital assistant that sounds exactly and handle things like human artificialintelligence 
2018-05-14 05:24:27	477940781	Dotan Horovits	#StartUpNation	2	the brains behind this amazing demo of google assistant and googleduplex technology are google israel r amp d cente _URL
2018-05-14 05:23:43	115407248	Joe Barney	Utah	9	rt AT_USER human or bot google duplex scares me _URL _URL
2018-05-14 05:21:33	916435658	🕉️ Giri 🇮🇳	India	34	rt AT_USER man hey google tell my wife that i cant make for the dinner with her parents google assistant okay will do after somet 
2018-05-14 05:19:49	319859086	Teodoro Laino	World	0	google assistant can call your parents and reveal secrets of your life you may be ashamed of _URL via AT_USER
2018-05-14 05:19:03	981263610201571329	Dave H - Not Fat Broke Stupid or Addicted!		0	i asked siri alexa and googleassistant if they re spying on me _URL
2018-05-14 05:18:25	145950398	ANBUSELVAM	India	1	rt AT_USER man hey google tell my wife that i am getting late and will not be able to make for the dinner with her parents google 
2018-05-14 05:18:16	30726359	Petteri Günther	Helsinki, Finland	1	rt AT_USER now why would machines ever need to do that eventually we ll have our duplex voices call each other handling pleasantr 
2018-05-14 05:15:03	4299229054	I.Wilt		0	voice of google s ai bot voice ai assistant _URL via AT_USER
2018-05-14 05:12:09	94467815	Jovanny Sanchez	Benicia, CA.	0	once google assistant is able to call people i m gonna have her call everyone in my contact list and ask if it s t _URL
2018-05-14 05:11:41	622249753	Kyle	United States	1047	rt AT_USER no joke google assistant will start making phone calls to small businesses to make appointments on you behalf it s calle 
2018-05-14 05:10:02	1849369614	Joy (Mad Diva) Katz	Philadelphia, PA	0	 google assistant learns new conversational skills _URL
2018-05-14 05:08:14	2397975692	MyAllies News		0	google assistant s creepy ai demo highlights fears about digital assistants _URL
2018-05-14 05:07:57	2738249715	Villa Hermosa, Med	Medellín, Colombia	0	halsall steps down as bangladesh assistant coach the 49 year old cites family commitments for his decision will s _URL
2018-05-14 05:06:53	81783530	sootin claimon	Bangkok, Thailand	0	human sounding google assistant sparks ethics questions _URL _URL
2018-05-14 05:06:49	78605732	tejas soni	Ahmedabad,India	0	man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will _URL
2018-05-14 05:06:49	69178458	sootin claimon	Bangkok, Thailand	0	human sounding google assistant sparks ethics questions _URL _URL
2018-05-14 05:06:22	88377238	Smithah	Reno, NV	0	i asked siri alexa and google assistant if they re spying on me here s what they said _URL _URL
2018-05-14 05:06:18	837084750502313984	Garvé Polymise	College Park, MD	0	dear AT_USER AT_USER AT_USER AT_USER please update rework revamp siri so that she can t actually competed _URL
2018-05-14 05:05:12	7640782	Azeem Azhar	London	4	google now says controversial ai voice calling system will identify itself to humans _URL
2018-05-14 05:05:08	725874153148932096	@ms0825	SetagayaCity,Tokyo,Japan	1	rt AT_USER AT_USER this is so extra work on fingerprint sensor under screen better battery life improved google assistant fast 
2018-05-14 05:05:06	426692718	Samuele Murtinu	Amsterdam, The Netherlands	1	rt AT_USER innovation google to plow capital into startups that use its proprietary voice assistant technology _URL
2018-05-14 05:02:58	901953894	trovador9		0	google assistant vuelve humillar a siri _URL
2018-05-14 05:02:49	2259231042	Casey	Las Vegas, NV	1	rt AT_USER how to try out google assistant s new voices now _URL _URL shared by coolcatteacher
2018-05-14 05:02:04	125754479	Angela Pitter ⏰ is 💰Helping you Keep Both!	#GreaterBoston	0	pssst AT_USER come here you know we re being recorded right i asked siri alexa and google assistant if th _URL
2018-05-14 05:02:03	989627479571787776	Gabriel Desimone	Buenos Aires, Argentina	0	google duplex a i assistant calls local businesses to make appointments _URL v a AT_USER
2018-05-14 05:01:34	367606206	vgnnx	Akihabara Taito, Tokyo	0	xiaomi is carrying smart home items with google assistant to the us _URL _URL
2018-05-14 05:01:34	58419755	Kamal Ramani	Dubai	0	man hey google tell my wife that i cant make for the dinner along with her parents google assistant okay will _URL
2018-05-14 05:01:28	173252223	peter c.		1	rt AT_USER mind blown google duplex a i assistant calls local businesses to make appointments _URL via AT_USER
2018-05-14 05:01:14	71378964	Jonathan Bottoms	Flat Earth	1880	rt AT_USER still relavent after google s improvements to their assistant today siri has gone from one of the pioneers of voice assistants 
2018-05-14 05:00:12	14735121	MazJobrani	California	0	rt AT_USER ok AT_USER why can t i have AT_USER as my google assistant voice 
2018-05-14 04:57:11	266285077	Higher Tweet		11	rt AT_USER xiaomi s smart home devices now work with google assistant _URL
2018-05-14 04:57:07	16979712	Ekendra Lamsal	Nepal	0	i asked siri alexa and google assistant if they re spying on me here s what they said _URL
