Time	ID	Name	Location	Retweet_time	Tweet
2018-05-08 05:26:58	25159325	Ian	San Francisco, CA	0	AT_USER AT_USER honestly thought this was about ready player one at first 
2018-05-08 05:23:49	29274115	Sage Catharis	*-------------------right here	1	a mil point five starry expanse stayin young zed looking gud obduction the psvr _ what else quern getting go _URL
2018-05-08 05:14:57	44320769	Robert Liu	Los Angeles, CA	0	finally seeing ready player one watching ready player one movie at amc burbank 16 _URL
2018-05-08 05:11:07	912862016590639104	aliebn boy 💫	n e v e r a g a i n	0	 ready player one sucks here s why _URL
2018-05-08 05:09:28	2386371792	Maye	PH	0	ready player one
2018-05-08 05:06:42	74915338	Gonah🍄🌿	Limbo	0	AT_USER p i promise you ll feel better if you re anything like me there are some books on your shelf that y _URL
2018-05-08 05:05:42	271131839	adrian	University of Miami	0	confession i have not seen infinity wars but ready player one and a quiet place are 
2018-05-08 05:01:00	68057086	Brendan Podger	-37.89068,145.041524	0	AT_USER rampage ready player one and avengers 
2018-05-08 05:00:06	17145853	Academy Cinemas	Auckland, New Zealand	0	ready player one this 5 wednesday when the creator of an mmo called the oasis dies he releases a video in which _URL
2018-05-08 04:56:34	1552921255	✨☆仙女。	Horon Village	0	ready player one 
2018-05-08 04:56:05	209781826	michael	Los Angeles	0	about to watch ready player one so stoked 
2018-05-08 04:51:25	400168572	Prolly/Lee Sometimes🔭🔭🔭	HADIESZ, KEPLER SECTOR 62F	0	ready player one gt gt gt coldassmovie
2018-05-08 04:42:50	4533299592	Kaie	日本 東京	0	i watched spielberg s ready player one the 80 s story came out to the etch cotch in spite of myself unexpectedly _URL
2018-05-08 04:42:12	714727391093002240	Chop Chop		0	after watching ready player one i realized she should play mary jane watson in mcu am i the only one _URL
2018-05-08 04:39:56	207380030	Kent Morgan	JPN	0	ready player one inside the oasis _URL
2018-05-08 04:38:44	880975997176225793	Tyler McCormick		0	AT_USER did someone say ready player one 
2018-05-08 04:36:33	749733497028227076	Rian Sulivan	Sheffield, England	1	rt AT_USER just watched ready player one very good movie if you get the references 
2018-05-08 04:35:46	3072869411	Grace (and Frankie)	Chicago, IL	0	lena waithe s character in ready player one says a straight up transphobic joke and it s hard to see this and reall _URL
2018-05-08 04:35:18	262835974	That Man	Johto	0	ready player one was an awesome production
2018-05-08 04:32:15	17344033	agtmadcat		0	just saw ready player one fun movie some real groaners but they fit the ridiculous theme and setting well also _URL
2018-05-08 04:27:23	722339890575192064	pauline 🇹🇭	Houston, TX	1	just watched ready player one very good movie if you get the references 
2018-05-08 04:24:13	2437829395	erocticmuscles4u	maryland	0	i liked a AT_USER video _URL ready player one angry movie review sxsw 2018 no spoilers 
2018-05-08 04:24:05	4794787706	Ḿa̡͡x͢͟ ͠G̀r̕͟ó́͜y̛̛͘p҉͏e͞͝͡r̸̸ 2̀͘0͜͝4̵̨̛9̡͢	Spook	0	AT_USER gt ready player one gt his name isn t player one and he isn t ready
2018-05-08 04:19:50	487251656	Redkora (Kate)	Texas	1	rt AT_USER ready player one book review _URL readyplayerone readyplayeronebook bookreview review nerdp 
2018-05-08 04:19:15	4851637881	Mike MacDonald		1	ready player one book review _URL readyplayerone readyplayeronebook bookreview review _URL
2018-05-08 04:15:50	953957436855111683	⚡️Félix Black⚡️	Weidenthal, Deutschland	0	ready player one in a nutshell _URL via AT_USER
2018-05-08 04:13:49	765686680753958912	NyheimMumfordRoblox	Waypoint At Uptown	0	i liked a AT_USER video _URL cupcake art challenge 2 learn how to make star wars solo avengers ready player one
2018-05-08 04:09:58	2527373760	Jeremy	Michigan, USA	0	is there a way to remove a book showing in your recommendations on audible ready player one read by will wheaton i _URL
2018-05-08 04:08:29	2369502781	B	Slingin' Webs	0	the effects for steppenwolf just make me fucking angry why the fuck did they put him in the movie the effects are _URL
2018-05-08 04:07:00	3131109958	Коуб		2	rt AT_USER ready player one AT_USER AT_USER _URL
2018-05-08 04:05:37	870469619705929729	Andrew Smith	Georgia, USA	0	yo i have really forgot about ready player one almost in its entirety damn it was that forgettable 
2018-05-08 04:04:47	989403966210494464	Shayla Hurley		1	rt AT_USER loved how faithful to the book ready player one was its surprising to see a film based off a book stick almost exactly 
2018-05-08 04:01:52	136259659	seriously considering buying a scythe	Toronto, Ontario	1	rt AT_USER AT_USER AT_USER ready player one but to fuck grimes
2018-05-08 04:01:14	18876953	Donald Hallene III	Orlando, FL	0	and to wrap up infinity war has an excellent score that i ll talk about at a later time because i don t wish to sp _URL
2018-05-08 04:00:01	112353276	Clayton Smith	Pleasantville, IA	0	AT_USER ready player two one was already taken 
2018-05-08 03:58:46	2520810727	ConfEngine	Mumbai, India	0	ready player one levelling up team engagement through gamification _URL by AT_USER AT_USER
2018-05-08 03:57:41	3288377185	Syed Muhammad		0	ready player one jason vs samurai trailer new 2018 steven spielberg sci fi movie hd _URL
2018-05-08 03:56:06	21223076	Bunny Hutch	Austin, TX	0	i liked a AT_USER video _URL ready player one movie review 19 club podcast
2018-05-08 03:55:55	738632217581125632	miaWanderGirl	Hogsmeade	0	5 of 5 stars to ready player one by ernest cline _URL
2018-05-08 03:55:22	60909762	Vikramaditya Bagri	New York	0	blown away this was so much fun need to buy this when it comes out i rated ready player one 2018 8 10 imdb _URL
2018-05-08 03:44:13	38313401	Shawna of the Shire	Middle Earth	0	when i went to see ready player one last week this couple sitting beside me was debating if lena waithe was male or female lol
2018-05-08 03:42:44	195881402	Rachel Staman	Los Angeles	0	AT_USER wow i cant believe that after ready player one david tenenbaum just mentioned to me that we should m _URL
2018-05-08 03:42:17	980193552998203397	Tachanka For President 2020	They/them	0	8 green 9 no 10 so i could follow artists and stuff idk 11 hella depressed and worthless 12 hanzo 13 single 1 _URL
2018-05-08 03:40:05	3270190801	NiceBargain		0	get ready player one on audiobook for free most read book on amazon currently _URL
2018-05-08 03:40:02	2752942779	PriceBargain		0	get ready player one on audiobook for free most read book on amazon currently _URL
2018-05-08 03:40:00	2360121187	Fat Kid Deals	info@fatkiddeals.com	0	get ready player one on audiobook for free 1 most read book on amazon currently _URL
2018-05-08 03:36:20	633613503	𝒮𝓉𝒶𝓇 𝒢𝒾𝓇𝓁	Hollywood, Los Angeles	1	rt AT_USER AT_USER girlie from ready player one omg we stan _URL
2018-05-08 03:34:05	729972614	Allstarbacon	Kansas City, OK	0	i was going to see ready player one today but then i realized i liked myself
2018-05-08 03:30:45	218729825	Vanderbuilt	Los Angeles, CA	0	going to see ready player one this weekend finally 
2018-05-08 03:29:46	871808735873712129	Eli Amell	In Dubai Praising Lana w Dana	1	AT_USER girlie from ready player one omg we stan _URL
2018-05-08 03:28:12	957636830626832386	NekoDorito-chan (Asleep)	under Mistress's foot	0	AT_USER liked ready player one i wonder if they read the book _URL
2018-05-08 03:26:57	950935027449257984	Krystal		0	ready player one paperback book 978 0307887443 spielberg new _URL _URL
2018-05-08 03:21:25	18504255	Brooklywood™	Hollyweird/Gotham	0	i thoroughly enjoyed ready player one but it should have gone by its original title willy wonka for millennials 
2018-05-08 03:21:23	2790920556	Christopher Haberman		0	AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER _URL
2018-05-08 03:19:58	356611323	🌹Wessu ❄️	so much for the tolerant left	0	AT_USER didn t realize you were ghostwriting ready player one 2 
2018-05-08 03:18:41	716292557525946372	🚩ring baby🚩	icon cred: sarakipin on tumblr	0	lena waithe being gay deadass confirms helen was nb thanks ready player one
2018-05-08 03:17:55	946138665738211328	Tiffani Webster		1	rt AT_USER ready player one got movie treatment eeeeeeeeeee 
2018-05-08 03:16:31	1912149139	Layed Back	King of Fighters 2000, somehow	18	rt AT_USER oh yeah here s a fun story from txs for you folks while i was getting ready for st a couple of guys who started sf with 
2018-05-08 03:15:18	53145737	Meh	Knowhere	0	AT_USER weird reminds me of ready player one lol
2018-05-08 03:11:50	821102523419271169	A. Hyde, M.D., Ph.D.	Layton, UT	0	 ready player one poetry spokenword usu logan utah philosophy waterfeature noisy english _URL
2018-05-08 03:09:57	110173047	Love, Derlis	Paraguay	0	4 of 5 stars to ready player one by ernest cline _URL
2018-05-08 03:09:57	2680778329	Jennifer Regis	New York, NY	0	AT_USER is this just a black panther marvel thing because you can pre order other unreleased movies like ready _URL
2018-05-08 03:09:40	438674450	Pipol		0	ready player one _URL
2018-05-08 03:05:22	537347290	The Cranky Tank	Somewhere in time and space...	0	AT_USER AT_USER that s how we got ready player one 
2018-05-08 03:01:07	149231690	kstor king		0	viendo ready player one movie
2018-05-08 03:00:06	101694379	RoadToSuccess	Road to Success, United States	0	free movie poster with movie tickets ready player one plus 20 off streaming movies everyday in april top 10 n _URL
2018-05-08 02:58:16	178838132	Splash screen 🔑	Up north...TT_TT	1	rt AT_USER ep 6 ready player one new games coming out _URL
2018-05-08 02:54:54	978265798107107333	404podcast	United States	1	ep 6 ready player one new games coming out _URL
2018-05-08 02:52:26	2441688458	The Amazing Darwin	Madrid, España	0	 amazon 8 ready player one blu ray _URL
2018-05-08 02:48:33	77943792	nansura1		0	baby driver or ready player one metgala2018 metgala _URL
2018-05-08 02:45:12	2799817636	SyndicateSzn®	Lowell, MA	0	is ready player one any good 
2018-05-08 02:44:02	63956887	Carlo C	Ontario, Canada	0	AT_USER AT_USER ready player one for life 
2018-05-08 02:43:20	704789955478945792	PeerReviewBotter		4	rt AT_USER part of science amp film s commissioning series peer review scientists writing on films computer scientist duncan buel 
2018-05-08 02:41:45	1023785346	Gaonka6hhora	India	0	he ruined his night by watching ready player one nolan is overrated do these marveltards even know what medium a _URL
2018-05-08 02:41:31	43160118	ShirtsAndSarcasm	USA	0	plug in and get out of thestacks _URL rp1 readyplayerone movie book tshirtdesign geek _URL
2018-05-08 02:41:29	778469091665256449	MVRLXTO MVNX	الشيطان الأكبر	0	i don t know what ready player one is except that it s a bad thing and honestly ignorance is bliss
2018-05-08 02:39:31	1209813816	Brandon Neilan	Periphery of NKY & Cincinnati 	7	rt AT_USER so AT_USER bought my new novel at pre empt it ll come out in 2019 under the editorial guidance of julian pavia who 
2018-05-08 02:36:18	894332649422168065	GumbyPlex	Michigan, USA	0	plexpy gumbyplex ready player one was recently added to plex 
2018-05-08 02:35:34	21635220	Jerry Dennis		0	i must say that alan silvestri s score for infinity war is right on the money enjoyed his score to ready player one as well 
2018-05-08 02:33:12	755235445752012800	Garrett Coxinha	East Aleppo	1	AT_USER AT_USER ready player one but to fuck grimes
2018-05-08 02:32:46	2767886832	Billy Keo		3	rt AT_USER just received the latest edition of s f magazine from hayakawa which is the gaming edition ready player one nostalgia ar 
2018-05-08 02:29:43	2808499819	ક Ꭵ ঙ Π 已 Я +	World Trade Center	0	ready player one is the west s answer to sao 
2018-05-08 02:27:25	2721158715	P.R.G.	Pittsburgh Pa.	8	rt AT_USER ready player one book to movie comparison panel with AT_USER and AT_USER at AT_USER con what we l 
2018-05-08 02:26:38	109921882	Coupon Country	California	0	 avengers infinity war assembles biggest box office opening ever cnn free movie poster with movie tickets _URL
2018-05-08 02:25:30	138081068	ト ラ ミ ズ	Malaysia	0	AT_USER me neither but my friends who are sao fans also said the same too ready player one is basically like american ver of sao 
2018-05-08 02:24:59	2280748722	Enterprise MapReduce	Fort Lauderdale, Florida	0	does ready player one reveal the future of vr _URL _URL
2018-05-08 02:24:41	143193589	Bay Area Coupons	San Francisco, Bay Area, CA	0	 avengers infinity war assembles biggest box office opening ever cnn free movie poster with movie tickets _URL
2018-05-08 02:20:09	199845167	Connor Jung	Vancouver, BC & Kingston, ON	0	how many times have people compared draft prospects to patrick kane the last few years never really liked that t _URL
2018-05-08 02:18:47	821435384945119233	Adam Rodrigues	Raleigh, NC	0	i started reading ready player one today i finished reading ready player one today because i m a speed reader _URL
2018-05-08 02:08:43	4914658088	Captain Blox	Canada	0	i just wanna say thanks to my boy AT_USER for giving me this microphone it works great also ready player one review on the way soon 
2018-05-08 02:04:26	983532879765360640	MTAreviews		0	get ready for a fun run through nostalgia lane movie television amp anime reviews movie review ready player one _URL
2018-05-08 02:01:00	42955641	WyoMovies® Cheyenne	Cheyenne, Wyoming	0	last chances avengers infinity war in 3d rampage blockers i can only imagine ready player one all end t _URL
2018-05-08 02:00:16	17082728	Dave Burke		0	read ready player one over two flights amazing loved every single pop culture and hacker culture reference 
2018-05-08 01:57:45	630152641	Jeanie Phillips	2014 Rowland Fellow	0	also student led literature circles were amazing books ranged from ready player one to mr popper s penguins to _URL
2018-05-08 01:55:33	223645020	Victoria	USA	0	check out what i just added to my closet on poshmark ready player one women s loot crate xl nwot _URL
2018-05-08 01:49:51	740127034819543041	john emerson	reverse	0	nw ready player one 
2018-05-08 01:48:03	22963273	JustinCaffier	Los Angeles, CA	0	so life is just one big ready player one mashup now or what _URL
2018-05-08 01:47:45	2594895810	Greg Lavergne	Louisiana, USA	6	rt AT_USER keeping an eye on this one top 100 player who was committed to will wade at vcu lsu would like a sit player and batts 
2018-05-08 01:42:53	17395625	Priscilla Basilio	Mass	0	on page 326 of 374 of ready player one by ernest cline _URL
2018-05-08 01:40:24	85423411	AJBBV.com	Seattle, WA	0	i liked a AT_USER video _URL joe rogan ready player one virtual reality htc vive eyedrops fix eyesight 
2018-05-08 01:38:52	1270120891	JayMo	United States	0	AT_USER ready player one if you haven t already 
2018-05-08 01:36:54	1103751	Sara Osborne	Sacramento	0	on page 180 of 374 of ready player one by ernest cline _URL
2018-05-08 01:34:18	853093643435077632	valelucy.	Colombia	0	por eso no me he visto ready player one _URL
2018-05-08 01:31:57	2416896870	Ember dosent feel so good	mars	0	i liked a AT_USER video _URL rejected theme song from ready player one
2018-05-08 01:24:35	444319341	G$	Vaughan, Ontario	0	ready player one is the best movie i ve seen in a long time best graphics i ve ever seen this movie deserves way _URL
2018-05-08 01:22:40	282657627	Gordon G	Michigan	0	AT_USER i still need to see ready player one
2018-05-08 01:21:55	2940798980	Dick Caveatt	Toronto, Ontario	0	AT_USER but gah good spectacle makes a movie worth watching despite all other flaws something like gareth edwards _URL
2018-05-08 01:18:59	46625888	Fritz Villahermosa	Butuan City Philippines	0	AT_USER AT_USER ready player one everyone _URL
2018-05-08 01:17:53	735310955735830532	⛓PREDATOR⛓	Minneapolis, MN	0	let s see what this ready player one like
2018-05-08 01:16:01	114554818	iStore	United States	0	avengers will become biggest box office of all time free avengers movie poster with movie tickets powerball re _URL
2018-05-08 01:15:23	884096284101136384	StarpowerFUN	Brooklyn, NY	2	rt AT_USER AT_USER just a suggestion but how about a copper color for vehicles in memory of the copper key being in jailbreak 
2018-05-08 01:14:44	760765951	Lucifer Hunklehead	Newton, MA	0	more thoughts on ready player one rpo keeps reminding me of supbar creepypastas that i ve read it has that same _URL
2018-05-08 01:14:33	3766174335	kate (hiatus)	Hogwarts	0	on page 27 of 374 of ready player one by ernest cline _URL
2018-05-08 01:11:52	2613407936	Thayet the Deathless	Portland OR	0	elon mush dating grimes is the worst fuckin news i ve had all year a billionaire and his beard looks like that du _URL
2018-05-08 01:06:45	938193550369480704	Loey 🐶	Chansoo&Wincest/J2 Hell	0	just finished reading ready player one it s so goood i love the extensive detail that s in there it feels like i m actually there
2018-05-08 01:06:05	494508013	taylor	the airport	0	the kid from ready player one is yanni gourde s twin
2018-05-08 01:05:05	4762624886	infinity kape!	c&m.	0	aint she the one in ready player one iconic _URL
2018-05-08 01:02:12	924633576469094401	Adam Hasan		95	rt AT_USER i put my song ready player one over the trailer to ready player one just for fun and it matched up so perfectly that it s 
2018-05-08 01:01:33	937421354403471362	mini	Shitpost land	0	i d imagine the future being really cool i don t believe we ll get flying cars but really cool tech would be nic _URL
2018-05-08 00:57:58	88027505	Carlos Russo Baez	Santiago, República Dominicana	0	i m at amc loews orpheum 7 AT_USER for ready player one in new york ny _URL
2018-05-08 00:56:01	1589473501	Sleepy Weeb™△	home and lonely	0	to the people who say ready player one is good you re fucking delusional
2018-05-08 00:54:31	3307704957	CATholic	Buenos Aires, Argentina	0	hablando de ready player one _URL
2018-05-08 00:53:26	63487448	Hector Sosa	México	0	 facebook hace realidad ready player one _URL noticiastech feedly
2018-05-08 00:52:34	535160817	Chadd / Canibehealz	St. Catharines, ON, Canada	0	AT_USER i ve slowly been becoming better friends with a couple of the dudes from the sbux around the corner that i _URL
2018-05-08 00:48:23	3760477107	🌟lana		0	AT_USER ready player one is the context 
2018-05-08 00:47:17	1613965375	Renee 🌙	Dallas, TX	0	jared is watching ready player one and is literally tearing it apart because of the book and then looks at me and g _URL
2018-05-08 00:42:51	516604925	✨Kat McQuaid✨	Naperville, IL  USA	0	check out AT_USER AT_USER the last jedi contest to win the new movie on blu ray dvd as well as a brand new _URL
2018-05-08 00:40:39	960258891282919424	Flicks for Kicks		39	rt AT_USER steven spielberg s ready player one transcends its nostalgia baiting premise with its relevant themes of the geek inheriti 
2018-05-08 00:40:27	992117109000941568	movie4theknight		0	since i m just starting this here are the april movies i ve watched ready player one game night pacific rim wr _URL
2018-05-08 00:40:22	585366098	Sejota		2	rt AT_USER ready player one was cold 
2018-05-08 00:39:52	28091078	Fionn/\\\	Scotland, United Kingdom	0	on page 276 of 374 of ready player one by ernest cline _URL
2018-05-08 00:39:48	962191081579401217	sandra leesbian	gay twitter	0	is this that dyke from ready player one _URL
2018-05-08 00:39:10	224741461	Alejandro Odessa	Mexico	0	ready player one
2018-05-08 00:33:37	290903167	Skrüt	Chicago	0	wait wait wait wait wait wait wait wait wait why is it bad for ready player one to make 1980s references for no rea _URL
2018-05-08 00:32:09	223698448	🇻🇪 José Subero	Venezuela	4	rt AT_USER ready player one s oasis beta s latest game is lifted from arcade saga _URL virtualreality vr tech htt 
2018-05-08 00:28:07	84584206	i christmas	everywhere	0	avengers will become biggest box office of all time free avengers movie poster with movie tickets powerball re _URL
2018-05-08 00:27:22	3766174335	kate (hiatus)	Hogwarts	0	on page 24 of 374 of ready player one by ernest cline _URL
2018-05-08 00:24:36	813222784822366209	Squish Mahatter	Right behind you (oh shit run)	0	AT_USER ready player one 2018 
2018-05-08 00:22:11	385160676	Cameron Tardif		0	AT_USER my ideal offseason would be trade krug in a package for a player like you described let every ufa _URL
2018-05-08 00:21:39	778796682	Jaime	World Wide	0	AT_USER ready player one
2018-05-08 00:14:28	1605026510	Dorky Bun	New York, NY	0	spoiler for ready player one wowza tracer jason and freddy krueger all spotted in ready player one for brief seconds 
2018-05-08 00:12:26	2902715992	A. Movies	Ottawa, Ontario	0	this might be my favourite take on the catholic imagination lena waithe in a rainbow robe at the metgala _URL
2018-05-08 00:10:45	37425791	(Kwa)mel.	Cleveland,OH	0	AT_USER this is the woman from ready player one and master of none 
2018-05-08 00:08:45	3027404927	Jacob Gasque		46	rt AT_USER ready player one 2018 director steven spielberg _URL
2018-05-08 00:07:33	2883240334	Wememox	The mystical  mountains of Taco Land	0	ready player one resumido _URL
2018-05-08 00:06:17	21491469	Patricia Alvarez C.	Puerto Varas, Chile	0	am i showing my age here i thought ready player one was awesome and watching it with AT_USER made it even better
2018-05-08 00:03:22	704509563085586432	yukijuki	Homestead High School	0	AT_USER ready player one
2018-05-08 00:02:53	3092717601	A	mallorca / madrid	0	ready player one dir steven spielberg nota 8 5 vista en cines princesa el 07 05 18 _URL
2018-05-08 00:01:33	777938198353866752	PewPewPew	London, England	0	far cry 5 player recreates ready player one with in game map creator 
2018-05-07 23:58:57	316331833	Gamer Geek		0	far cry 5 player recreates ready player one with in game map creator _URL
2018-05-07 23:56:13	1962994226	The Movie Paradise		0	as we approach the summer movie season it s time for our annual tradition of looking at the year so far in film h _URL
2018-05-07 23:53:31	99159163	Loco Fons	Llanera, Asturias	181	rt AT_USER steven spielberg s readyplayerone crosses 500 million worldwide _URL
2018-05-07 23:47:34	973799466	Valondar	Dublin, Ireland	0	AT_USER AT_USER AT_USER i did think miles teller was the ready player one guy for a bit
2018-05-07 23:41:17	239562821	SixPeelz None The Rizer	USA	0	 i call this model the ms pac man wah wah wah it s an obscure reference to an ancient video game looks like _URL
2018-05-07 23:40:31	2167325434	WereW̴̭̪̬̳̦͋́̈̈́̿̎̚I̷̧͇͕͑̓̏̊̎̚͝Ņ̵̫͕̼̦̌̽̀̓̈́͘͝G̵̟̒̒͜	In your fruit cellar~	0	tfw you re writing stuff and then proceed to spend the next hour and a half ranting with ya boi over how bad the re _URL
2018-05-07 23:39:52	57321652	Mahan		0	a cinematic monument to the storied history of pop culture curated by a filmmaker who helped make that culture wha _URL
2018-05-07 23:39:15	777214465196498944	Astonishing VideoGam		0	signed ltd ernest cline ready player one subterranean press 487 750 _URL _URL
2018-05-07 23:38:11	2875977643	Ausoke		0	went to go see ready player one cried when i saw the gundam bc i love that shit
2018-05-07 23:37:53	4831191009	Martha Perez	West Covina, CA	1	rt AT_USER reality is the only thing that s real review of scifi movie blockbuster readyplayerone based on the debut novel by 
2018-05-07 23:36:48	66648758	Average Nobody	Dallas, TX	0	ready player one today at 7 just missed it
2018-05-07 23:36:29	226036998	Scottie Rock	317✈️937✈️513✈️859	0	h t to AT_USER amp AT_USER for making think of this also i haven t seen ready player one yet _URL
2018-05-07 23:35:36	2497754015	[C] Baddest Guy Kiki💦💦💦	no where important 	0	AT_USER ready player one
2018-05-07 23:32:28	18923480	KBOI 2News	Boise, ID	1	rt AT_USER the payette pirates are getting ready for a big game tomorrow night but after an accident on the field on friday they re wi 
2018-05-07 23:30:57	938232332	suga, the swamp witch	go go stan	0	ain t this about ready player one _URL
